Time,Temperature,Pressure,Humidity,Illuminance
1449777600,6.1593637526E+00,1.0181020075E+03,9.9900000000E+01,0.0000000000E+00
1449778800,6.2717912610E+00,1.0181000000E+03,9.9900000000E+01,0.0000000000E+00
1449780000,6.3812351331E+00,1.0179984932E+03,9.9900000000E+01,0.0000000000E+00
1449781200,6.3531564719E+00,1.0177006192E+03,9.9900000000E+01,0.0000000000E+00
1449782400,6.3688703867E+00,1.0174006308E+03,9.9900000000E+01,0.0000000000E+00
1449783600,6.3157394941E+00,1.0173000000E+03,9.9900000000E+01,0.0000000000E+00
1449784800,6.2562280293E+00,1.0172000000E+03,9.9900000000E+01,0.0000000000E+00
1449786000,6.3311160082E+00,1.0172000000E+03,9.9900000000E+01,0.0000000000E+00
1449787200,6.2968555583E+00,1.0167022312E+03,9.9900000000E+01,0.0000000000E+00
1449788400,6.2469093859E+00,1.0165000000E+03,9.9900000000E+01,0.0000000000E+00
1449789600,6.2250126193E+00,1.0164010989E+03,9.9900000000E+01,0.0000000000E+00
1449790800,6.2531087340E+00,1.0162014752E+03,9.9900000000E+01,0.0000000000E+00
1449792000,6.2593807177E+00,1.0159023647E+03,9.9900000000E+01,0.0000000000E+00
1449793200,6.1376235713E+00,1.0156038772E+03,9.9900000000E+01,0.0000000000E+00
1449794400,6.0750706578E+00,1.0155021782E+03,9.9900000000E+01,0.0000000000E+00
1449795600,5.9218943364E+00,1.0152010686E+03,9.9900000000E+01,0.0000000000E+00
1449796800,5.8406314249E+00,1.0149018701E+03,9.9900000000E+01,0.0000000000E+00
1449798000,5.7906526256E+00,1.0149023939E+03,9.9900000000E+01,0.0000000000E+00
1449799200,5.8843204548E+00,1.0145028128E+03,9.9900000000E+01,0.0000000000E+00
1449800400,5.9000513679E+00,1.0144000000E+03,9.9900000000E+01,0.0000000000E+00
1449801600,5.8812739202E+00,1.0141006300E+03,9.9900000000E+01,0.0000000000E+00
1449802800,5.7874342101E+00,1.0138021193E+03,9.9900000000E+01,0.0000000000E+00
1449804000,5.7938453018E+00,1.0138989168E+03,9.9900000000E+01,0.0000000000E+00
1449805200,5.8281203866E+00,1.0133034108E+03,9.9900000000E+01,0.0000000000E+00
1449806400,5.8906676778E+00,1.0134000000E+03,9.9900000000E+01,0.0000000000E+00
1449807600,5.8595628059E+00,1.0135993152E+03,9.9900000000E+01,0.0000000000E+00
1449808800,5.9094034273E+00,1.0134007205E+03,9.9900000000E+01,0.0000000000E+00
1449810000,5.9187949446E+00,1.0134014739E+03,9.9900000000E+01,0.0000000000E+00
1449811200,5.9124374269E+00,1.0135000000E+03,9.9900000000E+01,0.0000000000E+00
1449812400,5.9654942776E+00,1.0134011223E+03,9.9900000000E+01,0.0000000000E+00
1449813600,5.9781820915E+00,1.0134000000E+03,9.9900000000E+01,0.0000000000E+00
1449814800,6.0093745317E+00,1.0132000000E+03,9.9900000000E+01,0.0000000000E+00
1449816000,6.0247490919E+00,1.0133000000E+03,9.9900000000E+01,0.0000000000E+00
1449817200,6.1062969442E+00,1.0131985372E+03,9.9900000000E+01,0.0000000000E+00
1449818400,6.1031753110E+00,1.0130006700E+03,9.9900000000E+01,6.9726588867E+00
1449819600,6.1906708208E+00,1.0129015397E+03,9.9900000000E+01,2.1807206780E+01
1449820800,6.2719571978E+00,1.0128014758E+03,9.9900000000E+01,3.8925505325E+01
1449822000,6.2186700104E+00,1.0128000000E+03,9.9900000000E+01,8.6746348875E+01
1449823200,6.3062793736E+00,1.0126000000E+03,9.9900000000E+01,9.7147833910E+01
1449824400,6.3936369363E+00,1.0123007284E+03,9.9900000000E+01,2.0135468301E+02
1449825600,6.4562209797E+00,1.0121000000E+03,9.9900000000E+01,4.3635841834E+02
1449826800,6.4812080780E+00,1.0117021463E+03,9.9900000000E+01,4.0062963104E+02
1449828000,6.5874905045E+00,1.0116011090E+03,9.9900000000E+01,3.2987612565E+02
1449829200,6.5500389851E+00,1.0112030801E+03,9.9900000000E+01,5.2689628952E+02
1449830400,6.5688791980E+00,1.0110022223E+03,9.9900000000E+01,4.9030636593E+02
1449831600,6.5468909995E+00,1.0106010495E+03,9.9900000000E+01,3.5914731656E+02
1449832800,6.5406047353E+00,1.0105000000E+03,9.9900000000E+01,7.6743062021E+02
1449834000,6.6905476807E+00,1.0101032027E+03,9.9900000000E+01,2.7770750005E+02
1449835200,6.5251126552E+00,1.0096012792E+03,9.9900000000E+01,2.0985514115E+02
1449836400,6.3439475264E+00,1.0091051873E+03,9.9900000000E+01,1.9962493096E+02
1449837600,6.2843890756E+00,1.0088007224E+03,9.9900000000E+01,1.0702330486E+02
1449838800,6.0222712509E+00,1.0093948704E+03,9.9900000000E+01,7.2954084573E+01
1449840000,4.3503118139E+00,1.0082104322E+03,9.9900000000E+01,1.4102196396E+02
1449841200,4.7030927345E+00,1.0085987095E+03,9.9900000000E+01,4.8307571405E+02
1449842400,4.7872397742E+00,1.0085988892E+03,9.9900000000E+01,3.4845139405E+02
1449843600,4.9622847222E+00,1.0084000000E+03,9.9900000000E+01,8.9701912800E+01
1449844800,5.0594038054E+00,1.0082000000E+03,9.9900000000E+01,4.9919552333E+01
1449846000,4.9281278992E+00,1.0081010985E+03,9.9900000000E+01,9.2224073333E+00
1449847200,4.9187362072E+00,1.0080011021E+03,9.9900000000E+01,3.3471455000E-02
1449848400,5.2841723260E+00,1.0077010987E+03,9.9900000000E+01,0.0000000000E+00
1449849600,5.3251218083E+00,1.0079000000E+03,9.9900000000E+01,0.0000000000E+00
1449850800,5.1749802295E+00,1.0078000000E+03,9.9900000000E+01,0.0000000000E+00
1449852000,5.1155936063E+00,1.0078000000E+03,9.9900000000E+01,0.0000000000E+00
1449853200,5.2936623885E+00,1.0078000000E+03,9.9900000000E+01,0.0000000000E+00
1449854400,5.2873547771E+00,1.0078000000E+03,9.9900000000E+01,0.0000000000E+00
1449855600,5.2967877471E+00,1.0079992799E+03,9.9900000000E+01,0.0000000000E+00
1449856800,5.2095913417E+00,1.0080989375E+03,9.9900000000E+01,0.0000000000E+00
1449858000,4.9875020682E+00,1.0080988421E+03,9.9900000000E+01,0.0000000000E+00
1449859200,4.8158632728E+00,1.0079000000E+03,9.9900000000E+01,0.0000000000E+00
1449860400,4.4969105631E+00,1.0080989260E+03,9.9900000000E+01,0.0000000000E+00
1449861600,4.4658130322E+00,1.0079010371E+03,9.9900000000E+01,0.0000000000E+00
1449862800,4.3718566951E+00,1.0079000000E+03,9.9900000000E+01,0.0000000000E+00
1449864000,4.3937026241E+00,1.0079989205E+03,9.9900000000E+01,0.0000000000E+00
1449865200,4.4625558630E+00,1.0080000000E+03,9.9900000000E+01,0.0000000000E+00
1449866400,4.4281182334E+00,1.0080000000E+03,9.9900000000E+01,0.0000000000E+00
1449867600,4.3687144484E+00,1.0080011222E+03,9.9900000000E+01,0.0000000000E+00
1449868800,4.3938491029E+00,1.0080010612E+03,9.9900000000E+01,0.0000000000E+00
1449870000,4.4186699734E+00,1.0079007088E+03,9.9900000000E+01,0.0000000000E+00
1449871200,4.3345504380E+00,1.0079000000E+03,9.9900000000E+01,0.0000000000E+00
1449872400,4.0655676608E+00,1.0078006384E+03,9.9900000000E+01,0.0000000000E+00
1449873600,3.9345026301E+00,1.0078993195E+03,9.9900000000E+01,0.0000000000E+00
1449874800,4.0998975730E+00,1.0079000000E+03,9.9900000000E+01,0.0000000000E+00
1449876000,4.1091149737E+00,1.0079000000E+03,9.9900000000E+01,0.0000000000E+00
1449877200,4.2217606968E+00,1.0078010630E+03,9.9900000000E+01,0.0000000000E+00
1449878400,4.3374963156E+00,1.0075006086E+03,9.9900000000E+01,0.0000000000E+00
1449879600,4.3968793604E+00,1.0074980558E+03,9.9900000000E+01,0.0000000000E+00
1449880800,4.3562883699E+00,1.0075000000E+03,9.9900000000E+01,0.0000000000E+00
1449882000,4.2781317056E+00,1.0075000000E+03,9.9900000000E+01,0.0000000000E+00
1449883200,4.2187742671E+00,1.0076000000E+03,9.9900000000E+01,0.0000000000E+00
1449884400,4.1031161763E+00,1.0075000000E+03,9.9900000000E+01,0.0000000000E+00
1449885600,4.1063470509E+00,1.0075022288E+03,9.9900000000E+01,0.0000000000E+00
1449886800,4.1468542485E+00,1.0075000000E+03,9.9900000000E+01,0.0000000000E+00
1449888000,4.1967974552E+00,1.0075000000E+03,9.9900000000E+01,0.0000000000E+00
1449889200,4.2469206810E+00,1.0076005968E+03,9.9900000000E+01,0.0000000000E+00
1449890400,4.1001359030E+00,1.0077011627E+03,9.9900000000E+01,0.0000000000E+00
1449891600,3.9532519807E+00,1.0079965471E+03,9.9900000000E+01,0.0000000000E+00
1449892800,3.8719051469E+00,1.0077000000E+03,9.9900000000E+01,0.0000000000E+00
1449894000,4.0248847890E+00,1.0079988975E+03,9.9900000000E+01,0.0000000000E+00
1449895200,4.1061939057E+00,1.0081000000E+03,9.9900000000E+01,0.0000000000E+00
1449896400,4.1874529398E+00,1.0082989285E+03,9.9900000000E+01,0.0000000000E+00
1449897600,4.3593255122E+00,1.0083989462E+03,9.9900000000E+01,0.0000000000E+00
1449898800,4.5469771532E+00,1.0084989332E+03,9.9900000000E+01,0.0000000000E+00
1449900000,4.4000515510E+00,1.0085993852E+03,9.9900000000E+01,0.0000000000E+00
1449901200,4.3936647918E+00,1.0086989470E+03,9.9900000000E+01,0.0000000000E+00
1449902400,4.2750867040E+00,1.0088981424E+03,9.9900000000E+01,1.9863883133E+00
1449903600,4.1843061585E+00,1.0091988380E+03,9.9900000000E+01,8.9647191700E+00
1449904800,4.2375924228E+00,1.0093000000E+03,9.9900000000E+01,4.7874286298E+01
1449906000,4.4091879563E+00,1.0093993328E+03,9.9900000000E+01,4.7192776174E+02
1449907200,4.2811947982E+00,1.0096993124E+03,9.9900000000E+01,9.3615110312E+02
1449908400,4.5749086149E+00,1.0098986888E+03,9.9900000000E+01,1.1263214204E+04
1449909600,4.5716229911E+00,1.0099989362E+03,9.9900000000E+01,2.1977005602E+04
1449910800,4.9186392855E+00,1.0101992764E+03,9.9900000000E+01,3.2130234676E+04
1449912000,5.1435564987E+00,1.0102992863E+03,9.9900000000E+01,3.9888799357E+04
1449913200,5.4342249799E+00,1.0106000000E+03,9.9900000000E+01,4.3187366688E+04
1449914400,5.5028807636E+00,1.0106993623E+03,9.9900000000E+01,4.0018843162E+04
1449915600,5.8312489190E+00,1.0108981348E+03,9.9800946327E+01,4.0044950548E+04
1449916800,6.0718407277E+00,1.0110000000E+03,8.8341653696E+01,4.0000000000E+04
1449918000,6.0874541781E+00,1.0110993107E+03,8.9490860454E+01,3.9892814217E+04
1449919200,6.2249056455E+00,1.0112985815E+03,8.7909398526E+01,4.0000000000E+04
1449920400,6.3124636669E+00,1.0114000000E+03,8.6013246366E+01,3.9759683031E+04
1449921600,6.3999344349E+00,1.0115000000E+03,8.2714407963E+01,4.3736376098E+04
1449922800,6.3530509526E+00,1.0115993537E+03,8.0409956573E+01,3.3794948558E+04
1449924000,6.4372574435E+00,1.0116000000E+03,8.2593449609E+01,3.3137337226E+03
1449925200,6.4844737175E+00,1.0117000000E+03,8.3476118680E+01,1.9994633061E+03
1449926400,6.3842798744E+00,1.0119989073E+03,7.9381182981E+01,2.2591438949E+03
1449927600,6.5062486008E+00,1.0120989083E+03,7.9501153319E+01,8.6811460617E+02
1449928800,6.0002609770E+00,1.0121000000E+03,8.6055173907E+01,4.4509561986E+02
1449930000,5.6407526628E+00,1.0123989209E+03,9.4260644620E+01,2.0419159345E+02
1449931200,5.4311463098E+00,1.0124985315E+03,9.9864803303E+01,6.0872265965E+01
1449932400,5.3470529680E+00,1.0125000000E+03,9.9900000000E+01,8.1193489817E+00
1449933600,5.3093575208E+00,1.0124984657E+03,9.9900000000E+01,3.0965670000E-02
1449934800,5.2811291076E+00,1.0125992680E+03,9.9900000000E+01,0.0000000000E+00
1449936000,5.1625687143E+00,1.0126977885E+03,9.9900000000E+01,0.0000000000E+00
1449937200,5.0563889046E+00,1.0126011282E+03,9.9900000000E+01,0.0000000000E+00
1449938400,4.9626639794E+00,1.0126000000E+03,9.9900000000E+01,0.0000000000E+00
1449939600,4.7844192472E+00,1.0126993217E+03,9.9900000000E+01,0.0000000000E+00
1449940800,4.9155676989E+00,1.0125009880E+03,9.9900000000E+01,0.0000000000E+00
1449942000,5.0719569413E+00,1.0126000000E+03,9.9900000000E+01,0.0000000000E+00
1449943200,5.0188021887E+00,1.0127000000E+03,9.9900000000E+01,0.0000000000E+00
1449944400,4.8656850120E+00,1.0125022516E+03,9.9900000000E+01,0.0000000000E+00
1449945600,4.9032754470E+00,1.0125000000E+03,9.9900000000E+01,0.0000000000E+00
1449946800,4.8187731672E+00,1.0123029408E+03,9.9900000000E+01,0.0000000000E+00
1449948000,4.9720309954E+00,1.0122006574E+03,9.9900000000E+01,0.0000000000E+00
1449949200,4.9501815407E+00,1.0121007210E+03,9.9900000000E+01,0.0000000000E+00
1449950400,4.9498540495E+00,1.0118012798E+03,9.9900000000E+01,0.0000000000E+00
1449951600,4.8875209692E+00,1.0117011234E+03,9.9900000000E+01,0.0000000000E+00
1449952800,5.0124335117E+00,1.0114022546E+03,9.9900000000E+01,0.0000000000E+00
1449954000,5.2029892196E+00,1.0111015097E+03,9.9900000000E+01,0.0000000000E+00
1449955200,5.0968592721E+00,1.0111000000E+03,9.9900000000E+01,0.0000000000E+00
1449956400,5.2687503505E+00,1.0108011931E+03,9.9900000000E+01,0.0000000000E+00
1449957600,4.9033366574E+00,1.0105039656E+03,9.9900000000E+01,0.0000000000E+00
1449958800,4.4407244348E+00,1.0104000000E+03,9.9900000000E+01,0.0000000000E+00
1449960000,4.4281545765E+00,1.0099038107E+03,9.9900000000E+01,0.0000000000E+00
1449961200,4.5873712255E+00,1.0096010639E+03,9.9900000000E+01,0.0000000000E+00
1449962400,4.4689543915E+00,1.0093031313E+03,9.9900000000E+01,0.0000000000E+00
1449963600,4.4406698566E+00,1.0088012900E+03,9.9900000000E+01,0.0000000000E+00
1449964800,4.5123816248E+00,1.0083022614E+03,9.9900000000E+01,0.0000000000E+00
1449966000,4.5188133985E+00,1.0080006837E+03,9.9900000000E+01,0.0000000000E+00
1449967200,4.5782374322E+00,1.0079010983E+03,9.9900000000E+01,0.0000000000E+00
1449968400,3.8910914778E+00,1.0078988804E+03,9.9900000000E+01,0.0000000000E+00
1449969600,3.5280599856E+00,1.0077000000E+03,9.9900000000E+01,0.0000000000E+00
1449970800,3.3689836179E+00,1.0073020456E+03,9.9900000000E+01,0.0000000000E+00
1449972000,3.2842946857E+00,1.0069021830E+03,9.9900000000E+01,0.0000000000E+00
1449973200,3.1314685093E+00,1.0063018367E+03,9.9900000000E+01,0.0000000000E+00
1449974400,3.0249746121E+00,1.0060029466E+03,9.9900000000E+01,0.0000000000E+00
1449975600,2.8970836157E+00,1.0056032601E+03,9.9900000000E+01,0.0000000000E+00
1449976800,2.5063356923E+00,1.0053047201E+03,9.9900000000E+01,0.0000000000E+00
1449978000,2.3344565381E+00,1.0051013663E+03,9.9900000000E+01,0.0000000000E+00
1449979200,2.1438182512E+00,1.0051000000E+03,9.9900000000E+01,0.0000000000E+00
1449980400,2.0688161718E+00,1.0048011070E+03,9.9900000000E+01,0.0000000000E+00
1449981600,2.1374082671E+00,1.0048000000E+03,9.9900000000E+01,0.0000000000E+00
1449982800,2.1844140817E+00,1.0050000000E+03,9.9900000000E+01,0.0000000000E+00
1449984000,2.1405985933E+00,1.0051985003E+03,9.9900000000E+01,0.0000000000E+00
1449985200,2.2404870277E+00,1.0053978179E+03,9.9900000000E+01,0.0000000000E+00
1449986400,2.3593025990E+00,1.0057980797E+03,9.9900000000E+01,0.0000000000E+00
1449987600,2.6029356833E+00,1.0060000000E+03,9.9900000000E+01,0.0000000000E+00
1449988800,2.7686996322E+00,1.0063987439E+03,9.9900000000E+01,0.0000000000E+00
1449990000,2.6594391419E+00,1.0067966722E+03,9.9900000000E+01,2.9662926850E+00
1449991200,2.5594844229E+00,1.0070961379E+03,9.9900000000E+01,5.5124793200E+01
1449992400,2.4656165489E+00,1.0077978693E+03,9.9900000000E+01,1.8857043324E+02
1449993600,2.4313010150E+00,1.0080978345E+03,9.9900000000E+01,5.3695119578E+02
1449994800,2.4343378654E+00,1.0082952010E+03,9.9900000000E+01,9.0179885562E+03
1449996000,2.5655026875E+00,1.0086980818E+03,9.9900000000E+01,1.9171484875E+04
1449997200,2.9654222445E+00,1.0090952798E+03,9.9900000000E+01,8.7959415393E+03
1449998400,3.3529117910E+00,1.0095987365E+03,9.9900000000E+01,2.1806874753E+04
1449999600,3.6624170129E+00,1.0099968463E+03,9.9900000000E+01,3.9432453756E+04
1450000800,3.9654075196E+00,1.0103987306E+03,9.9900000000E+01,1.6339427931E+04
1450002000,4.4716709018E+00,1.0106986044E+03,9.9900000000E+01,3.5931912364E+03
1450003200,4.5436818465E+00,1.0107992787E+03,9.9900000000E+01,6.6281349744E+03
1450004400,4.9185951014E+00,1.0110000000E+03,9.9900000000E+01,2.2278280646E+03
1450005600,5.3873200419E+00,1.0112992667E+03,9.9900000000E+01,4.0000000000E+04
1450006800,5.5843182411E+00,1.0114992905E+03,9.9900000000E+01,1.0909042971E+04
1450008000,5.4814245008E+00,1.0116993627E+03,9.9900000000E+01,1.7991325837E+03
1450009200,5.5406356227E+00,1.0120980965E+03,9.9900000000E+01,1.8009306160E+04
1450010400,5.6000554259E+00,1.0123000000E+03,9.9900000000E+01,1.8098421646E+03
1450011600,5.6000399953E+00,1.0124988838E+03,9.9900000000E+01,2.2486133473E+03
1450012800,5.7532578102E+00,1.0127978098E+03,9.9900000000E+01,7.4596601792E+02
1450014000,5.4406897588E+00,1.0129993396E+03,9.9900000000E+01,5.5912007480E+02
1450015200,5.0970229860E+00,1.0134966091E+03,9.9900000000E+01,1.5449524617E+02
1450016400,4.8313220030E+00,1.0137987665E+03,9.9900000000E+01,1.1900630125E+02
1450017600,4.5876243286E+00,1.0141993509E+03,9.9900000000E+01,3.9070300683E+01
1450018800,4.1877094135E+00,1.0147970393E+03,9.9900000000E+01,1.0158272660E+01
1450020000,3.8064850696E+00,1.0150993515E+03,9.9900000000E+01,1.9877620000E-02
1450021200,3.4189095752E+00,1.0153992380E+03,9.9900000000E+01,0.0000000000E+00
1450022400,3.1281940478E+00,1.0158969666E+03,9.9900000000E+01,0.0000000000E+00
1450023600,2.8502413824E+00,1.0160992924E+03,9.9900000000E+01,0.0000000000E+00
1450024800,2.5876803877E+00,1.0165987295E+03,9.9900000000E+01,0.0000000000E+00
1450026000,2.3844009081E+00,1.0169985040E+03,9.9900000000E+01,0.0000000000E+00
1450027200,2.0532582348E+00,1.0174987494E+03,9.9900000000E+01,0.0000000000E+00
1450028400,1.7094978694E+00,1.0178984590E+03,9.9900000000E+01,0.0000000000E+00
1450029600,1.4844891840E+00,1.0181980503E+03,9.9900000000E+01,0.0000000000E+00
1450030800,1.2033206278E+00,1.0184977631E+03,9.9900000000E+01,0.0000000000E+00
1450032000,9.5323588844E-01,1.0188000000E+03,9.9900000000E+01,0.0000000000E+00
1450033200,8.3122008792E-01,1.0189993257E+03,9.9900000000E+01,0.0000000000E+00
1450034400,7.3751336031E-01,1.0193953423E+03,9.9900000000E+01,0.0000000000E+00
1450035600,5.7808770724E-01,1.0196986917E+03,9.9900000000E+01,0.0000000000E+00
1450036800,4.7818887672E-01,1.0200000000E+03,9.9900000000E+01,0.0000000000E+00
1450038000,3.0629519219E-01,1.0201993152E+03,9.9900000000E+01,0.0000000000E+00
1450039200,4.6554332974E-01,1.0203000000E+03,9.9900000000E+01,0.0000000000E+00
1450040400,4.3756482464E-01,1.0205993339E+03,9.9900000000E+01,0.0000000000E+00
1450041600,3.7813837526E-01,1.0209993296E+03,9.9900000000E+01,0.0000000000E+00
1450042800,2.0325596859E-01,1.0211988118E+03,9.9900000000E+01,0.0000000000E+00
1450044000,5.6377804792E-02,1.0212010913E+03,9.9900000000E+01,0.0000000000E+00
1450045200,5.3062036250E-02,1.0212000000E+03,9.9900000000E+01,0.0000000000E+00
1450046400,-7.1909999740E-02,1.0216980238E+03,9.9900000000E+01,0.0000000000E+00
1450047600,-2.1555254396E-01,1.0217000000E+03,9.9900000000E+01,0.0000000000E+00
1450048800,-4.8435818339E-01,1.0219989593E+03,9.9900000000E+01,0.0000000000E+00
1450050000,-5.1874305667E-01,1.0221980043E+03,9.9900000000E+01,0.0000000000E+00
1450051200,-5.0303028052E-01,1.0223027462E+03,9.9900000000E+01,0.0000000000E+00
1450052400,-5.9678213849E-01,1.0223993430E+03,9.9900000000E+01,0.0000000000E+00
1450053600,-6.2814068609E-01,1.0225992809E+03,9.9900000000E+01,0.0000000000E+00
1450054800,-8.9333404531E-01,1.0226993785E+03,9.9900000000E+01,0.0000000000E+00
1450056000,-1.0313137197E+00,1.0226989581E+03,9.9900000000E+01,0.0000000000E+00
1450057200,-1.0279816662E+00,1.0228000000E+03,9.9900000000E+01,0.0000000000E+00
1450058400,-1.3874539476E+00,1.0229000000E+03,9.9900000000E+01,0.0000000000E+00
1450059600,-1.4966895890E+00,1.0228006637E+03,9.9900000000E+01,0.0000000000E+00
1450060800,-1.4032673028E+00,1.0229000000E+03,9.9900000000E+01,0.0000000000E+00
1450062000,-1.3497495219E+00,1.0228007253E+03,9.9900000000E+01,0.0000000000E+00
1450063200,-1.4906695905E+00,1.0228994068E+03,9.9900000000E+01,0.0000000000E+00
1450064400,-1.4312313440E+00,1.0227000000E+03,9.9900000000E+01,0.0000000000E+00
1450065600,-1.4093683180E+00,1.0227000000E+03,9.9900000000E+01,0.0000000000E+00
1450066800,-1.4249869119E+00,1.0227993125E+03,9.9900000000E+01,0.0000000000E+00
1450068000,-1.5717530533E+00,1.0228000000E+03,9.9900000000E+01,0.0000000000E+00
1450069200,-1.8936433573E+00,1.0229992625E+03,9.9900000000E+01,0.0000000000E+00
1450070400,-1.9782220884E+00,1.0231993735E+03,9.9900000000E+01,0.0000000000E+00
1450071600,-1.8000672729E+00,1.0229010623E+03,9.9900000000E+01,0.0000000000E+00
1450072800,-1.7657551960E+00,1.0230982867E+03,9.9900000000E+01,0.0000000000E+00
1450074000,-1.4409203242E+00,1.0231000000E+03,9.9900000000E+01,0.0000000000E+00
1450075200,-1.2404701704E+00,1.0233000000E+03,9.9900000000E+01,0.0000000000E+00
1450076400,-1.3532953685E+00,1.0233009085E+03,9.9900000000E+01,4.9723032800E+00
1450077600,-5.8126438740E-01,1.0234993602E+03,9.9900000000E+01,4.2849496127E+01
1450078800,-7.9378293333E-01,1.0235000000E+03,8.3630779352E+01,2.0913975656E+02
1450080000,-5.7828119974E-01,1.0235985756E+03,8.1101438610E+01,2.9314386102E+02
1450081200,-4.7815611198E-01,1.0236000000E+03,7.8534804447E+01,3.7500583863E+02
1450082400,-2.9071425063E-01,1.0235000000E+03,8.2662755621E+01,4.9980213924E+02
1450083600,1.7788083599E-01,1.0235990606E+03,9.1356128083E+01,6.8201622635E+02
1450084800,6.2174643057E-01,1.0236000000E+03,9.0605766597E+01,7.4630728836E+02
1450086000,9.1859120760E-01,1.0236007152E+03,9.1302333096E+01,2.7380545510E+03
1450087200,1.0313299161E+00,1.0236989583E+03,9.2189392090E+01,5.2819849124E+03
1450088400,1.2718179968E+00,1.0236015236E+03,9.3081546826E+01,6.6619326263E+03
1450089600,1.5748781412E+00,1.0236000000E+03,9.3584079685E+01,4.9844796516E+03
1450090800,1.7718871855E+00,1.0235000000E+03,9.3197340587E+01,1.5505980637E+03
1450092000,1.7499739740E+00,1.0234010666E+03,9.7770839568E+01,3.5173291456E+02
1450093200,1.8280310953E+00,1.0233019907E+03,9.9900000000E+01,5.6951032812E+02
1450094400,2.0655262603E+00,1.0231011263E+03,9.9900000000E+01,5.2396578726E+02
1450095600,2.2842574908E+00,1.0230023260E+03,9.9900000000E+01,1.6959901797E+03
1450096800,2.3906399850E+00,1.0229980136E+03,9.9900000000E+01,8.3093625527E+02
1450098000,2.5687404681E+00,1.0228988733E+03,9.9900000000E+01,4.6422053687E+02
1450099200,2.6156106442E+00,1.0228000000E+03,9.9900000000E+01,5.0904495116E+02
1450100400,2.5373987920E+00,1.0227014899E+03,9.9900000000E+01,3.4809287171E+02
1450101600,2.4408148580E+00,1.0226007082E+03,9.9900000000E+01,2.2887006844E+02
1450102800,2.3626346666E+00,1.0226000000E+03,9.9900000000E+01,9.0370048800E+01
1450104000,2.2657519886E+00,1.0226976003E+03,9.9900000000E+01,2.2344839040E+01
1450105200,2.2343186488E+00,1.0227993766E+03,9.9900000000E+01,2.0254923467E+00
1450106400,2.3155702551E+00,1.0228000000E+03,9.9900000000E+01,0.0000000000E+00
1450107600,2.3406486568E+00,1.0228000000E+03,9.9900000000E+01,0.0000000000E+00
1450108800,2.3623915383E+00,1.0227000000E+03,9.9900000000E+01,0.0000000000E+00
1450110000,2.5030290492E+00,1.0225010701E+03,9.9900000000E+01,0.0000000000E+00
1450111200,2.5687865191E+00,1.0224006998E+03,9.9900000000E+01,0.0000000000E+00
1450112400,2.5718496381E+00,1.0225000000E+03,9.9900000000E+01,0.0000000000E+00
1450113600,2.6125571685E+00,1.0225000000E+03,9.9900000000E+01,0.0000000000E+00
1450114800,2.6687973056E+00,1.0224011349E+03,9.9900000000E+01,0.0000000000E+00
1450116000,2.7343058140E+00,1.0224000000E+03,9.9900000000E+01,0.0000000000E+00
1450117200,2.8029939718E+00,1.0225036026E+03,9.9900000000E+01,0.0000000000E+00
1450118400,2.9030941293E+00,1.0224010188E+03,9.9900000000E+01,0.0000000000E+00
1450119600,2.9906291923E+00,1.0224007350E+03,9.9900000000E+01,0.0000000000E+00
1450120800,3.0218450790E+00,1.0225993208E+03,9.9900000000E+01,0.0000000000E+00
1450122000,3.0406581572E+00,1.0225000000E+03,9.9900000000E+01,0.0000000000E+00
1450123200,2.9313679406E+00,1.0225980888E+03,9.9900000000E+01,0.0000000000E+00
1450124400,2.8249660201E+00,1.0225019659E+03,9.9900000000E+01,0.0000000000E+00
1450125600,2.7501857972E+00,1.0225006534E+03,9.9900000000E+01,0.0000000000E+00
1450126800,2.8437326336E+00,1.0225005982E+03,9.9900000000E+01,0.0000000000E+00
1450128000,2.7157329471E+00,1.0224000000E+03,9.9900000000E+01,0.0000000000E+00
1450129200,2.5938329554E+00,1.0225000000E+03,9.9900000000E+01,0.0000000000E+00
1450130400,2.4594569671E+00,1.0224993479E+03,9.9900000000E+01,0.0000000000E+00
1450131600,2.4126147026E+00,1.0224000000E+03,9.9900000000E+01,0.0000000000E+00
1450132800,2.4125496570E+00,1.0223000000E+03,9.9900000000E+01,0.0000000000E+00
1450134000,2.2875288858E+00,1.0222011288E+03,9.9900000000E+01,0.0000000000E+00
1450135200,2.2187955763E+00,1.0223000000E+03,9.9900000000E+01,0.0000000000E+00
1450136400,2.1968773211E+00,1.0221000000E+03,9.9900000000E+01,0.0000000000E+00
1450137600,2.1968438208E+00,1.0220000000E+03,9.9900000000E+01,0.0000000000E+00
1450138800,2.2468215699E+00,1.0219000000E+03,9.9900000000E+01,0.0000000000E+00
1450140000,2.2657004456E+00,1.0217000000E+03,9.9900000000E+01,0.0000000000E+00
1450141200,2.2968463182E+00,1.0217993297E+03,9.9900000000E+01,0.0000000000E+00
1450142400,2.3281031339E+00,1.0218000000E+03,9.9900000000E+01,0.0000000000E+00
1450143600,2.3749917020E+00,1.0219990215E+03,9.9900000000E+01,0.0000000000E+00
1450144800,2.3562740159E+00,1.0221988808E+03,9.9900000000E+01,0.0000000000E+00
1450146000,2.2500420417E+00,1.0221000000E+03,9.9900000000E+01,0.0000000000E+00
1450147200,2.2407455618E+00,1.0221000000E+03,9.9900000000E+01,0.0000000000E+00
